filename,class,city,phase
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.88338_-3.85533.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54544_-3.87132_grid-i33_grid-j58.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.08373_-3.50191.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63243_-3.89659_grid-i27_grid-j82.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.73826_-4.02559.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.62880_-3.66490_grid-i82_grid-j81.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.32667_-3.93700.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.07294_-3.67932.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54182_-3.93872_grid-i17_grid-j57.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.00057_-3.60517.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.52897_-3.55093.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.09712_-3.14109.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.89457_-3.61713.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.53978_-3.69823.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.51907_-3.92458.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54031_-3.50381.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.13690_-3.41905.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.33885_-3.53417.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.53271_-4.07047.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.42831_-3.61665.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.39632_-3.79191.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.39322_-3.98927_grid-i5_grid-j16.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.59256_-3.77864_grid-i55_grid-j71.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.60706_-3.65226_grid-i85_grid-j75.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.60706_-3.66911_grid-i81_grid-j75.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.71362_-3.48480.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.91935_-3.59256.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.17395_-3.15136.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.40444_-4.37922.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.35799_-4.36383.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.48956_-3.68476.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44992_-3.84848.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.76644_-3.71652.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.34019_-3.47917.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.42268_-3.67092.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.82625_-3.57171.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61068_-3.94714_grid-i15_grid-j76.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.58894_-3.72809_grid-i67_grid-j70.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.45440_-3.76817.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.45437_-3.35440.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.45001_-3.71888.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.39211_-3.47769.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.86740_-3.87141.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.49693_-3.44000.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44533_-3.75466.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.13137_-3.60976.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.36783_-3.67398.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61941_-3.93202.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_41.04667_-3.45719.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.38364_-3.71233.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.50920_-3.71124_grid-i71_grid-j48.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.21393_-3.79147.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.38834_-3.63005.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_39.95412_-3.80866.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.17330_-3.62698.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_39.92392_-3.87407.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.85299_-3.74506.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51645_-3.82077_grid-i45_grid-j50.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.68312_-3.98587.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.65297_-3.75865.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.54995_-4.06056.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57444_-3.74915_grid-i62_grid-j66.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.56713_-3.98875.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54106_-3.62182.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.66953_-4.12814.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.49470_-3.93872_grid-i17_grid-j44.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.41859_-3.96399_grid-i11_grid-j23.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.31423_-3.48341.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.48515_-3.43323.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.32733_-3.46504.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.45437_-3.62802.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.28566_-4.23139.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.46578_-3.74572.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.45766_-3.75000.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44759_-3.76179_grid-i59_grid-j31.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.12270_-3.52674.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.38731_-3.63428.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.46207_-3.59920.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.27803_-3.69748.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.47237_-3.66976.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.39773_-3.63930.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.52732_-3.89238_grid-i28_grid-j53.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.28050_-4.46850.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.40395_-4.18081.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.30999_-3.89626.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63243_-3.80813_grid-i48_grid-j82.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.33981_-3.76073.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.98737_-3.73562.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.46427_-3.65426.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.41497_-3.94714_grid-i15_grid-j22.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.49305_-3.43450.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.50280_-3.74156.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57806_-3.97242_grid-i9_grid-j67.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.37138_-3.53056.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.28733_-4.27675.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.46446_-3.65497.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.68314_-3.98419.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.53101_-3.65659.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.55994_-3.92608_grid-i20_grid-j62.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.52007_-3.73651_grid-i65_grid-j51.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.68467_-3.57977.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51195_-3.36732.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.00257_-3.71708.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.41134_-3.80813_grid-i48_grid-j21.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.43671_-3.73651_grid-i65_grid-j28.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.50190_-4.29369.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.39539_-3.88130.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.26998_-3.68877.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.30306_-3.82184.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.59167_-4.04940.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.68168_-3.67662.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.05622_-3.61389.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.34911_-3.86807.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.38152_-3.93642.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.55269_-3.66490_grid-i82_grid-j60.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.66522_-4.12009.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.86554_-3.90001.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.23212_-3.59013.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.28419_-3.53393.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.54071_-4.28297.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.49215_-3.43926.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63243_-3.96820_grid-i10_grid-j82.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.53819_-3.78706_grid-i53_grid-j56.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.44506_-3.27226.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54544_-3.84183_grid-i40_grid-j58.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.05269_-3.56111.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.98251_-3.71564.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.69505_-3.96772.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.59618_-3.72388_grid-i68_grid-j72.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.41339_-3.65575.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.56719_-3.80392_grid-i49_grid-j64.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.12308_-3.53294.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.83707_-3.58112.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.48879_-3.52621.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.40047_-3.97242_grid-i9_grid-j18.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.38300_-3.75302.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.47515_-3.39284.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.45484_-3.83340_grid-i42_grid-j33.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.23542_-4.50089.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.60706_-3.60171_grid-i97_grid-j75.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51178_-3.86546.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Airports\madrid,-es_z17_40.48437_-3.56824.jpg",Airports,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.47658_-3.79549_grid-i51_grid-j39.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.93276_-3.49456.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.28402_-4.28310.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.39685_-3.98084_grid-i7_grid-j17.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.31988_-3.49450.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61068_-3.82919_grid-i43_grid-j76.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44929_-3.69333.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.59248_-3.70181.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.53564_-3.78521.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.27555_-4.50996.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.66867_-3.95978_grid-i12_grid-j92.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.45737_-3.46177.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63968_-3.90923_grid-i24_grid-j84.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.61167_-3.59504.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.77521_-3.54306.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.27438_-4.27784.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.71105_-4.03585.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.49108_-3.94293_grid-i16_grid-j43.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.17530_-3.40551.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.59256_-3.95557_grid-i13_grid-j71.jpg",Sports and leisure facilities,"madrid, es",validation
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.37243_-4.31404.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.47576_-3.84108.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.38314_-3.60177.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.89402_-3.92390.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.48752_-3.54270.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.11795_-3.51707.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.41239_-3.68395.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.64692_-3.89659_grid-i27_grid-j86.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54907_-3.72809_grid-i67_grid-j59.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.69377_-4.09515.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54544_-3.95978_grid-i12_grid-j58.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44131_-3.72277.jpg",Green urban areas,"madrid, es",training
